CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
586	1107	10	0.8286	-0.880
842	1107	10	0.8993	-0.864
377	602	10	0.7629	18.011
390	602	10	0.7992	0.880
586	602	10	0.865	0.000
649	686	10	0.7914	0.948
680	686	10	0.8513	-0.036
1039	2134	10	0.8044	0.000
1696	2134	10	0.9677	-0.000
2134	2261	10	0.8939	-0.000
2134	2620	10	0.8645	-0.001
2134	2659	10	0.7619	-0.000
390	586	10	0.8439	0.880
390	1039	10	0.8058	-0.000
1696	2620	10	0.8302	-0.001
2261	2620	10	0.8109	-0.001
2597	2620	10	0.924	-0.000
2620	2659	10	0.8985	0.001
2620	2699	10	0.8404	0.001
2620	2722	10	0.8722	0.000
2620	2749	10	0.8357	0.001
1039	2261	10	0.8267	0.000
1696	2261	10	0.8727	-0.000
2261	2597	10	0.8368	-0.001
2597	2659	10	0.9003	0.001
2659	2699	10	0.9419	0.000
2659	2722	10	0.8815	-0.000
2659	2749	10	0.8575	0.000
1039	1696	10	0.8541	0.000
2597	2699	10	0.9158	0.001
2597	2722	10	0.9193	0.000
2597	2749	10	0.9124	0.001
377	586	10	0.8119	18.010
586	842	10	0.7918	-0.016
586	1039	10	0.772	-0.880
2699	2722	10	0.8895	-0.000
2722	2749	10	0.86	0.000
842	1039	10	0.8434	-0.865
2699	2749	10	0.9224	0.000
3664	4030	11	0.8837	-41.026
3680	4030	11	0.9056	0.000
3740	4030	11	0.974	0.001
3774	4030	11	0.9295	0.000
3784	4030	11	0.8789	-41.026
3864	4030	11	0.9761	0.000
3919	4030	11	0.9724	0.000
3936	4030	11	0.9324	-0.000
3960	4030	11	0.9978	0.000
3988	4030	11	0.9548	0.000
3664	3774	11	0.8764	-41.026
3680	3774	11	0.9215	0.000
3740	3774	11	0.9289	0.000
3774	3846	11	0.8762	27.011
3774	3864	11	0.9312	0.000
3774	3919	11	0.9221	-0.000
3774	3936	11	0.9716	0.000
3774	3960	11	0.9265	-0.000
3774	3988	11	0.9243	-0.000
3554	3715	11	0.9955	0.001
3715	3988	11	0.8594	-41.027
3664	3784	11	0.9949	0.000
3740	3784	11	0.8713	41.027
3784	3864	11	0.8831	-41.026
3784	3919	11	0.8731	-41.026
3784	3960	11	0.8799	-41.026
3680	3831	11	0.8619	41.027
3797	3831	11	0.9991	0.000
3664	3740	11	0.8775	-41.027
3664	3864	11	0.8856	-41.026
3664	3919	11	0.8778	-41.026
3664	3936	11	0.871	-41.026
3664	3960	11	0.8823	-41.026
3680	3846	11	0.8791	27.011
3680	3864	11	0.9189	0.000
3740	3864	11	0.9728	0.000
3864	3919	11	0.9986	-0.000
3864	3936	11	0.9577	0.000
3864	3960	11	0.9788	-0.000
3864	3988	11	0.937	-0.000
3680	3936	11	0.9162	0.000
3740	3936	11	0.9259	0.001
3919	3936	11	0.9507	0.000
3936	3960	11	0.9346	-0.000
3936	3961	11	0.8687	27.011
3936	3988	11	0.9353	-0.000
3680	3797	11	0.8582	41.026
3680	3740	11	0.9248	-0.000
3680	3919	11	0.9263	0.000
3680	3960	11	0.8904	0.000
3740	3919	11	0.9713	0.000
3919	3960	11	0.974	-0.000
3919	3988	11	0.9272	-0.000
3740	3960	11	0.9715	0.000
3740	3988	11	0.9255	0.000
3554	3988	11	0.8659	-41.025
3960	3988	11	0.9549	-0.000
3186	3328	12	0.9232	-14.015
3328	3336	12	0.9202	44.019
3328	3366	12	0.8919	132.073
3336	3341	12	0.8874	44.027
3341	3366	12	0.8844	44.026
3341	3371	12	0.8594	88.054
3341	3373	12	0.864	88.057
3056	3314	12	0.9178	-28.032
3211	3314	12	0.9081	-14.017
3314	3315	12	0.9481	-0.004
3314	3371	12	0.8968	-0.004
3314	3373	12	0.908	-0.000
658	801	12	0.9492	-88.053
724	801	12	0.9602	-44.026
801	852	12	0.9731	-44.027
801	911	12	0.9571	-88.053
801	965	12	0.9473	-132.079
